"countrynum","yearnum","variable","value"
53,2,9,1
53,2,10,1
53,2,11,1
53,2,12,1
53,2,13,1
53,3,1,1
53,3,2,1
53,3,3,1
53,3,4,1
53,3,5,1
53,3,6,0
53,3,7,1
53,3,8,0
53,3,9,1
53,3,10,1
53,3,11,1
53,3,12,1
53,3,13,1
53,4,1,1
53,4,2,1
53,4,3,1
53,4,4,1
53,4,5,1
53,4,6,0
53,4,7,1
53,4,8,0
53,4,9,1
53,4,10,1
53,4,11,1
53,4,12,1
53,4,13,1
53,5,1,1
53,5,2,1
53,5,3,1
53,5,4,1
53,5,5,1
53,5,6,0
53,5,7,1
53,5,8,0
53,5,9,1
53,5,10,1
53,5,11,1
53,5,12,1
53,5,13,1
53,6,1,1
53,6,2,1
53,6,3,1
53,6,4,1
53,6,5,1
53,6,6,0
53,6,7,1
53,6,8,0
53,6,9,1
53,6,10,1
53,6,11,1
53,6,12,1
53,6,13,1
53,7,1,1
53,7,2,1
53,7,3,1
53,7,4,1
53,7,5,1
53,7,6,0
53,7,7,1
53,7,8,0
53,7,9,1
53,7,10,1
53,7,11,1
53,7,12,1
53,7,13,1
53,8,1,1
53,8,2,1
53,8,3,1
53,8,4,1
53,8,5,1
53,8,6,0
53,8,7,1
53,8,8,0
53,8,9,1
53,8,10,1
53,8,11,1
53,8,12,1
53,8,13,1
53,9,1,1
53,9,2,1
53,9,3,1
53,9,4,1
53,9,5,1
53,9,6,0
53,9,7,1
53,9,8,0
53,9,9,1
53,9,10,1
53,9,11,1
53,9,12,1
53,9,13,1
53,10,1,1
53,10,2,1
53,10,3,1
53,10,4,1
53,10,5,1
53,10,6,0
53,10,7,1
53,10,8,0
53,10,9,1
53,10,10,1
53,10,11,1
53,10,12,1
53,10,13,1
53,11,1,1
53,11,2,1
53,11,3,1
53,11,4,1
53,11,5,1
53,11,6,1
53,11,7,1
53,11,8,0
53,11,9,1
53,11,10,1
53,11,11,1
53,11,12,1
53,11,13,1
53,12,1,1
53,12,2,1
53,12,3,1
53,12,4,1
53,12,5,1
53,12,6,1
53,12,7,1
53,12,8,0
53,12,9,1
53,12,10,1
53,12,11,1
53,12,12,1
53,12,13,1
53,13,1,1
53,13,2,1
53,13,3,1
53,13,4,1
53,13,5,1
53,13,6,1
53,13,7,1
53,13,8,1
53,13,9,1
53,13,10,1
53,13,11,1
53,13,12,1
53,13,13,1
53,14,1,1
53,14,2,1
53,14,3,1
53,14,4,1
53,14,5,1
53,14,6,1
53,14,7,1
53,14,8,1
53,14,9,1
53,14,10,1
53,14,11,1
53,14,12,1
53,14,13,1
53,15,1,1
53,15,2,1
53,15,3,1
53,15,4,1
53,15,5,1
53,15,6,1
53,15,7,1
53,15,8,1
53,15,9,1
53,15,10,1
53,15,11,1
53,15,12,1
53,15,13,1
53,16,1,1
53,16,2,1
53,16,3,1
53,16,4,1
53,16,5,1
53,16,6,1
53,16,7,1
53,16,8,1
53,16,9,1
53,16,10,1
53,16,11,1
53,16,12,1
53,16,13,1
53,17,1,1
53,17,2,1
53,17,3,1
53,17,4,1
53,17,5,1
53,17,6,1
53,17,7,1
53,17,8,1
53,17,9,1
53,17,10,1
53,17,11,1
53,17,12,1
53,17,13,1
53,18,1,1
53,18,2,1
53,18,3,1
53,18,4,1
53,18,5,1
53,18,6,1
53,18,7,1
53,18,8,1
53,18,9,1
53,18,10,1
53,18,11,1
53,18,12,1
53,18,13,1
53,19,1,1
53,19,2,0
53,19,3,1
53,19,4,1
53,19,5,1
53,19,6,1
53,19,7,1
53,19,8,1
53,19,9,1
53,19,10,1
53,19,11,1
53,19,12,1
53,19,13,1
53,20,1,1
53,20,2,0
53,20,3,1
53,20,4,1
53,20,5,1
53,20,6,1
53,20,7,1
53,20,8,1
53,20,9,1
53,20,10,1
53,20,11,1
53,20,12,1
53,20,13,1
53,21,1,1
53,21,2,0
53,21,3,1
53,21,4,1
53,21,5,1
53,21,6,1
53,21,7,1
53,21,8,1
53,21,9,1
53,21,10,1
53,21,11,1
53,21,12,1
53,21,13,1
53,22,1,1
53,22,2,0
53,22,3,1
53,22,4,1
53,22,5,1
53,22,6,1
53,22,7,1
53,22,8,1
53,22,9,1
53,22,10,1
53,22,11,1
53,22,12,1
53,22,13,1
53,23,1,1
53,23,2,0
53,23,3,1
53,23,4,1
53,23,5,1
53,23,6,1
53,23,7,1
53,23,8,1
53,23,9,1
53,23,10,1
53,23,11,1
53,23,12,1
53,23,13,1
53,24,1,1
53,24,2,0
53,24,3,1
53,24,4,1
53,24,5,1
53,24,6,1
53,24,7,1
53,24,8,1
53,24,9,1
53,24,10,1
53,24,11,1
53,24,12,1
53,24,13,1
54,1,1,1
54,1,2,0
54,1,3,1
54,1,4,1
54,1,5,1
54,1,6,0
54,1,7,1
54,1,8,0
54,1,9,1
54,1,10,0
54,1,11,1
54,1,12,1
54,1,13,1
54,2,1,1
54,2,2,0
54,2,3,1
54,2,4,1
54,2,5,1
54,2,6,0
54,2,7,1
54,2,8,1
54,2,9,1
54,2,10,1
54,2,11,1
54,2,12,1
54,2,13,1
54,3,1,1
54,3,2,0
54,3,3,1
54,3,4,1
54,3,5,1
54,3,6,1
54,3,7,1
54,3,8,1
54,3,9,1
54,3,10,1
54,3,11,1
54,3,12,1
54,3,13,1
54,4,1,1
54,4,2,0
54,4,3,1
54,4,4,1
54,4,5,1
54,4,6,1
54,4,7,1
54,4,8,1
54,4,9,1
54,4,10,1
54,4,11,1
54,4,12,1
54,4,13,1
54,5,1,1
54,5,2,0
54,5,3,1
54,5,4,1
54,5,5,1
54,5,6,1
54,5,7,1
54,5,8,1
54,5,9,1
54,5,10,1
54,5,11,1
54,5,12,1
54,5,13,1
54,6,1,1
54,6,2,0
54,6,3,1
54,6,4,1
54,6,5,1
54,6,6,1
54,6,7,1
54,6,8,1
54,6,9,1
54,6,10,1
54,6,11,1
54,6,12,1
54,6,13,1
54,7,1,1
54,7,2,0
54,7,3,1
54,7,4,1
54,7,5,1
54,7,6,1
54,7,7,1
54,7,8,1
54,7,9,1
54,7,10,1
54,7,11,1
54,7,12,1
54,7,13,1
54,8,1,1
54,8,2,0
54,8,3,1
54,8,4,1
54,8,5,1
54,8,6,1
54,8,7,1
54,8,8,1
54,8,9,1
54,8,10,1
54,8,11,1
54,8,12,1
54,8,13,1
54,9,1,1
54,9,2,0
54,9,3,1
54,9,4,1
54,9,5,1
54,9,6,1
54,9,7,1
54,9,8,1
54,9,9,1
54,9,10,1
54,9,11,1
54,9,12,1
54,9,13,1
54,10,1,1
54,10,2,0
54,10,3,1
54,10,4,1
54,10,5,1
54,10,6,1
54,10,7,1
54,10,8,1
54,10,9,1
54,10,10,1
54,10,11,1
54,10,12,1
54,10,13,1
54,11,1,1
54,11,2,0
54,11,3,1
54,11,4,1
54,11,5,1
54,11,6,1
54,11,7,1
54,11,8,1
54,11,9,1
54,11,10,1
54,11,11,1
54,11,12,1
54,11,13,1
54,12,1,1
54,12,2,0
54,12,3,1
54,12,4,1
54,12,5,1
54,12,6,1
54,12,7,1
54,12,8,1
54,12,9,1
54,12,10,1
54,12,11,1
54,12,12,1
54,12,13,1
54,13,1,1
54,13,2,0
54,13,3,1
54,13,4,1
54,13,5,1
54,13,6,1
54,13,7,1
54,13,8,1
54,13,9,1
54,13,10,1
54,13,11,1
54,13,12,1
54,13,13,1
54,14,1,1
54,14,2,0
54,14,3,1
54,14,4,1
54,14,5,1
54,14,6,1
54,14,7,1
54,14,8,1
54,14,9,1
54,14,10,1
54,14,11,1
54,14,12,1
54,14,13,1
54,15,1,1
54,15,2,0
54,15,3,1
54,15,4,1
54,15,5,1
54,15,6,1
54,15,7,1
54,15,8,1
54,15,9,1
54,15,10,1
54,15,11,1
54,15,12,1
54,15,13,1
54,16,1,1
54,16,2,0
54,16,3,1
54,16,4,1
54,16,5,1
54,16,6,1
54,16,7,1
54,16,8,1
54,16,9,1
54,16,10,1
54,16,11,1
54,16,12,1
54,16,13,1
54,17,1,1
54,17,2,0
54,17,3,1
54,17,4,1
54,17,5,1
54,17,6,1
54,17,7,1
54,17,8,1
54,17,9,1
54,17,10,1
54,17,11,1
54,17,12,1
54,17,13,1
54,18,1,1
54,18,2,0
54,18,3,1
54,18,4,1
54,18,5,1
54,18,6,1
54,18,7,1
54,18,8,1
54,18,9,1
54,18,10,0
54,18,11,1
54,18,12,1
54,18,13,1
54,19,1,1
54,19,2,0
54,19,3,1
54,19,4,1
54,19,5,1
54,19,6,1
54,19,7,1
54,19,8,1
54,19,9,1
54,19,10,0
54,19,11,1
54,19,12,1
54,19,13,1
54,20,1,0
54,20,2,0
54,20,3,0
54,20,4,1
54,20,5,0
54,20,6,1
54,20,7,1
54,20,8,1
54,20,9,1
54,20,10,0
54,20,11,1
54,20,12,1
54,20,13,0
54,21,1,0
54,21,2,0
54,21,3,0
54,21,4,1
54,21,5,0
54,21,6,1
54,21,7,1
54,21,8,1
54,21,9,1
54,21,10,0
54,21,11,1
54,21,12,1
54,21,13,0
54,22,1,0
54,22,2,0
54,22,3,0
54,22,4,1
54,22,5,0
54,22,6,1
54,22,7,1
54,22,8,1
54,22,9,1
54,22,10,0
54,22,11,1
54,22,12,1
54,22,13,0
54,23,1,0
54,23,2,0
54,23,3,0
54,23,4,1
54,23,5,0
54,23,6,1
54,23,7,1
54,23,8,1
54,23,9,1
54,23,10,0
54,23,11,1
54,23,12,1
54,23,13,0
54,24,1,0
54,24,2,0
54,24,3,0
54,24,4,1
54,24,5,0
54,24,6,1
54,24,7,1
54,24,8,1
54,24,9,1
54,24,10,0
54,24,11,1
54,24,12,1
54,24,13,0
55,1,1,1
55,1,2,0
55,1,3,1
55,1,4,1
55,1,5,1
55,1,6,0
55,1,7,1
55,1,8,0
55,1,9,1
55,1,10,1
55,1,11,1
55,1,12,1
55,1,13,1
55,2,1,1
55,2,2,0
55,2,3,1
55,2,4,1
55,2,5,1
55,2,6,0
55,2,7,1
55,2,8,0
55,2,9,1
55,2,10,1
55,2,11,1
55,2,12,1
55,2,13,1
55,3,1,1
55,3,2,0
55,3,3,1
55,3,4,1
55,3,5,1
55,3,6,0
55,3,7,1
55,3,8,0
55,3,9,1
55,3,10,1
55,3,11,1
55,3,12,1
55,3,13,1
55,4,1,1
55,4,2,0
55,4,3,1
55,4,4,1
55,4,5,1
55,4,6,0
55,4,7,1
55,4,8,0
55,4,9,1
55,4,10,1
55,4,11,1
55,4,12,1
55,4,13,1
55,5,1,1
55,5,2,0
55,5,3,1
55,5,4,1
55,5,5,1
55,5,6,0
55,5,7,1
55,5,8,0
55,5,9,1
55,5,10,1
55,5,11,1
55,5,12,1
55,5,13,1
55,6,1,1
55,6,2,0
55,6,3,1
55,6,4,1
55,6,5,1
55,6,6,0
55,6,7,1
55,6,8,0
55,6,9,1
55,6,10,1
55,6,11,1
55,6,12,1
55,6,13,1
55,7,1,1
55,7,2,0
55,7,3,1
55,7,4,1
55,7,5,1
55,7,6,0
55,7,7,1
55,7,8,0
55,7,9,1
55,7,10,1
55,7,11,1
55,7,12,1
55,7,13,1
55,8,1,1
55,8,2,0
55,8,3,1
55,8,4,1
55,8,5,1
55,8,6,0
55,8,7,1
55,8,8,0
55,8,9,1
55,8,10,1
55,8,11,1
55,8,12,1
55,8,13,1
55,9,1,1
55,9,2,0
55,9,3,1
55,9,4,1
55,9,5,1
55,9,6,0
55,9,7,1
55,9,8,0
55,9,9,1
55,9,10,1
55,9,11,1
55,9,12,1
55,9,13,1
55,10,1,1
55,10,2,0
55,10,3,1
55,10,4,1
55,10,5,1
55,10,6,0
55,10,7,1
55,10,8,1
55,10,9,1
55,10,10,1
55,10,11,1
55,10,12,1
55,10,13,1
55,11,1,1
55,11,2,0
55,11,3,1
55,11,4,1
55,11,5,1
55,11,6,1
55,11,7,1
55,11,8,1
55,11,9,1
55,11,10,0
55,11,11,1
55,11,12,1
55,11,13,1
55,12,1,1
55,12,2,0
55,12,3,1
55,12,4,1
55,12,5,1
55,12,6,1
55,12,7,1
55,12,8,1
55,12,9,1
55,12,10,0
55,12,11,1
55,12,12,1
55,12,13,1
55,13,1,1
55,13,2,0
55,13,3,1
55,13,4,1
55,13,5,1
55,13,6,1
55,13,7,1
55,13,8,1
55,13,9,1
55,13,10,0
55,13,11,1
55,13,12,1
55,13,13,1
55,14,1,1
55,14,2,0
55,14,3,1
55,14,4,1
55,14,5,1
55,14,6,1
55,14,7,1
55,14,8,1
55,14,9,1
55,14,10,0
55,14,11,1
55,14,12,1
55,14,13,1
55,15,1,1
55,15,2,0
55,15,3,1
55,15,4,1
55,15,5,1
55,15,6,1
55,15,7,1
55,15,8,1
55,15,9,1
55,15,10,0
55,15,11,1
55,15,12,1
55,15,13,1
55,16,1,1
55,16,2,0
55,16,3,1
55,16,4,1
55,16,5,1
55,16,6,1
55,16,7,1
55,16,8,1
55,16,9,1
55,16,10,0
55,16,11,1
55,16,12,1
55,16,13,1
55,17,1,1
55,17,2,0
55,17,3,1
55,17,4,1
55,17,5,1
55,17,6,1
55,17,7,1
55,17,8,1
55,17,9,1
55,17,10,0
55,17,11,1
55,17,12,1
55,17,13,1
55,18,1,1
55,18,2,0
55,18,3,1
55,18,4,1
55,18,5,1
55,18,6,1
55,18,7,1
55,18,8,1
55,18,9,1
55,18,10,0
55,18,11,1
55,18,12,1
55,18,13,1
55,19,1,1
55,19,2,0
55,19,3,1
55,19,4,1
55,19,5,1
55,19,6,1
55,19,7,1
55,19,8,1
55,19,9,1
55,19,10,0
55,19,11,1
55,19,12,1
55,19,13,1
55,20,1,1
55,20,2,0
55,20,3,1
55,20,4,1
55,20,5,1
55,20,6,1
55,20,7,1
55,20,8,1
55,20,9,1
55,20,10,0
55,20,11,1
55,20,12,1
55,20,13,1
55,21,1,1
55,21,2,0
55,21,3,1
55,21,4,1
55,21,5,1
55,21,6,1
55,21,7,1
55,21,8,1
55,21,9,1
55,21,10,0
55,21,11,1
55,21,12,1
55,21,13,1
55,22,1,1
55,22,2,0
55,22,3,1
55,22,4,1
55,22,5,1
55,22,6,1
55,22,7,1
55,22,8,1
55,22,9,1
55,22,10,0
55,22,11,1
55,22,12,1
55,22,13,1
55,23,1,1
55,23,2,0
55,23,3,1
55,23,4,1
55,23,5,1
55,23,6,1
55,23,7,1
55,23,8,1
55,23,9,1
55,23,10,0
55,23,11,1
55,23,12,1
55,23,13,1
55,24,1,1
55,24,2,0
55,24,3,1
55,24,4,1
55,24,5,1
55,24,6,1
55,24,7,1
55,24,8,0
55,24,9,1
55,24,10,0
55,24,11,1
55,24,12,1
55,24,13,1
56,1,1,0
56,1,2,0
56,1,3,0
56,1,4,0
56,1,5,0
56,1,6,0
56,1,7,0
56,1,8,0
56,1,9,1
56,1,10,1
56,1,11,0
56,1,12,0
56,1,13,1
56,2,1,0
56,2,2,0
56,2,3,0
56,2,4,0
56,2,5,0
56,2,6,0
56,2,7,0
56,2,8,0
56,2,9,1
56,2,10,1
56,2,11,0
56,2,12,0
56,2,13,1
56,3,1,0
56,3,2,0
56,3,3,0
56,3,4,0
56,3,5,0
56,3,6,0
56,3,7,0
56,3,8,0
56,3,9,1
56,3,10,1
56,3,11,0
56,3,12,0
56,3,13,1
56,4,1,0
56,4,2,0
56,4,3,1
56,4,4,0
56,4,5,0
56,4,6,0
56,4,7,0
56,4,8,0
56,4,9,1
56,4,10,1
56,4,11,1
56,4,12,0
56,4,13,1
56,5,1,0
56,5,2,0
56,5,3,1
56,5,4,0
56,5,5,0
56,5,6,0
56,5,7,0
56,5,8,0
56,5,9,1
56,5,10,1
56,5,11,1
56,5,12,0
56,5,13,1
56,6,1,0
56,6,2,0
56,6,3,1
56,6,4,0
56,6,5,0
56,6,6,0
56,6,7,0
56,6,8,0
56,6,9,1
56,6,10,0
56,6,11,1
56,6,12,0
56,6,13,1
56,7,1,0
56,7,2,0
56,7,3,1
56,7,4,0
56,7,5,0
56,7,6,0
56,7,7,0
56,7,8,0
56,7,9,1
56,7,10,0
56,7,11,1
56,7,12,0
56,7,13,1
56,8,1,0
56,8,2,0
56,8,3,1
56,8,4,0
56,8,5,0
56,8,6,0
56,8,7,0
56,8,8,0
56,8,9,1
56,8,10,0
56,8,11,1
56,8,12,0
56,8,13,1
56,9,1,0
56,9,2,0
56,9,3,1
56,9,4,0
56,9,5,0
56,9,6,0
56,9,7,0
56,9,8,0
56,9,9,1
56,9,10,0
56,9,11,1
56,9,12,0
56,9,13,1
56,10,1,0
56,10,2,0
56,10,3,1
56,10,4,0
56,10,5,0
56,10,6,0
56,10,7,0
56,10,8,0
56,10,9,1
56,10,10,0
56,10,11,1
56,10,12,0
56,10,13,1
56,11,1,0
56,11,2,0
56,11,3,1
56,11,4,0
56,11,5,0
56,11,6,0
56,11,7,0
56,11,8,0
56,11,9,1
56,11,10,0
56,11,11,1
56,11,12,0
56,11,13,1
56,12,1,0
56,12,2,0
56,12,3,1
56,12,4,0
56,12,5,0
56,12,6,0
56,12,7,0
56,12,8,0
56,12,9,1
56,12,10,0
56,12,11,1
56,12,12,0
56,12,13,1
56,13,1,0
56,13,2,0
56,13,3,1
56,13,4,0
56,13,5,0
56,13,6,0
56,13,7,0
56,13,8,0
56,13,9,1
56,13,10,0
56,13,11,1
56,13,12,0
56,13,13,1
56,14,1,1
56,14,2,0
56,14,3,1
56,14,4,1
56,14,5,1
56,14,6,0
56,14,7,1
56,14,8,0
56,14,9,1
56,14,10,0
56,14,11,1
56,14,12,1
56,14,13,1
56,15,1,1
56,15,2,0
56,15,3,1
56,15,4,1
56,15,5,1
56,15,6,0
56,15,7,1
56,15,8,1
56,15,9,1
56,15,10,1
56,15,11,1
56,15,12,1
56,15,13,1
56,16,1,1
56,16,2,0
56,16,3,1
56,16,4,1
56,16,5,1
56,16,6,0
56,16,7,1
56,16,8,1
56,16,9,1
56,16,10,1
56,16,11,1
56,16,12,1
56,16,13,1
56,17,1,1
56,17,2,0
56,17,3,1
56,17,4,1
56,17,5,1
56,17,6,0
56,17,7,1
56,17,8,1
56,17,9,1
56,17,10,1
56,17,11,1
56,17,12,1
56,17,13,1
56,18,1,1
56,18,2,0
56,18,3,1
56,18,4,1
56,18,5,1
56,18,6,0
56,18,7,1
56,18,8,1
56,18,9,1
56,18,10,1
56,18,11,1
56,18,12,1
56,18,13,1
56,19,1,1
56,19,2,0
56,19,3,1
56,19,4,1
56,19,5,1
56,19,6,0
56,19,7,1
56,19,8,1
56,19,9,1
56,19,10,1
56,19,11,1
56,19,12,1
56,19,13,1
56,20,1,1
56,20,2,0
56,20,3,1
56,20,4,1
56,20,5,1
56,20,6,1
56,20,7,1
56,20,8,1
56,20,9,1
56,20,10,1
56,20,11,1
56,20,12,1
56,20,13,1
56,21,1,1
56,21,2,0
56,21,3,1
56,21,4,1
56,21,5,1
56,21,6,0
56,21,7,1
56,21,8,1
56,21,9,1
56,21,10,1
56,21,11,1
56,21,12,1
56,21,13,1
56,22,1,1
56,22,2,0
56,22,3,1
56,22,4,1
56,22,5,1
56,22,6,0
56,22,7,1
56,22,8,1
56,22,9,1
56,22,10,1
56,22,11,1
56,22,12,1
56,22,13,1
56,23,1,1
56,23,2,0
56,23,3,1
56,23,4,1
56,23,5,1
56,23,6,0
56,23,7,1
56,23,8,0
56,23,9,1
56,23,10,1
56,23,11,1
56,23,12,1
56,23,13,1
56,24,1,1
56,24,2,0
56,24,3,1
56,24,4,1
56,24,5,1
56,24,6,0
56,24,7,1
56,24,8,0
56,24,9,1
56,24,10,1
56,24,11,1
56,24,12,1
56,24,13,1
57,1,1,0
57,1,2,0
57,1,3,0
57,1,4,0
57,1,5,0
57,1,6,0
57,1,7,0
57,1,8,0
57,1,9,0
57,1,10,0
57,1,11,0
57,1,12,0
57,1,13,0
57,2,1,0
57,2,2,0
57,2,3,0
57,2,4,0
57,2,5,0
57,2,6,0
57,2,7,0
57,2,8,0
57,2,9,0
57,2,10,0
57,2,11,0
57,2,12,0
57,2,13,0
57,3,1,0
57,3,2,0
57,3,3,0
57,3,4,0
57,3,5,0
57,3,6,0
57,3,7,0
57,3,8,0
57,3,9,0
57,3,10,0
57,3,11,0
57,3,12,0
57,3,13,0
57,4,1,0
57,4,2,0
57,4,3,1
57,4,4,0
57,4,5,0
57,4,6,0
57,4,7,0
57,4,8,0
57,4,9,1
57,4,10,0
57,4,11,1
57,4,12,0
57,4,13,1
57,5,1,1
57,5,2,0
57,5,3,1
57,5,4,1
57,5,5,1
57,5,6,0
57,5,7,1
57,5,8,0
57,5,9,1
57,5,10,0
57,5,11,1
57,5,12,1
57,5,13,1
57,6,1,1
57,6,2,0
57,6,3,1
57,6,4,1
57,6,5,1
57,6,6,0
57,6,7,1
57,6,8,0
57,6,9,1
57,6,10,0
57,6,11,1
57,6,12,1
57,6,13,1
57,7,1,1
57,7,2,0
57,7,3,1
57,7,4,1
57,7,5,1
57,7,6,0
57,7,7,1
57,7,8,0
57,7,9,1
57,7,10,1
57,7,11,1
57,7,12,1
57,7,13,1
57,8,1,1
57,8,2,0
57,8,3,1
57,8,4,1
57,8,5,1
57,8,6,0
57,8,7,1
57,8,8,0
57,8,9,1
57,8,10,1
57,8,11,1
57,8,12,1
57,8,13,1
57,9,1,1
57,9,2,0
57,9,3,1
57,9,4,1
57,9,5,1
57,9,6,0
57,9,7,1
57,9,8,0
57,9,9,1
57,9,10,1
57,9,11,1
57,9,12,1
57,9,13,1
57,10,1,1
57,10,2,0
57,10,3,1
57,10,4,1
57,10,5,1
57,10,6,0
57,10,7,1
57,10,8,0
57,10,9,1
57,10,10,1
57,10,11,1
57,10,12,1
57,10,13,1
57,11,1,1
57,11,2,0
57,11,3,1
57,11,4,1
57,11,5,1
57,11,6,1
57,11,7,1
57,11,8,0
57,11,9,1
57,11,10,1
57,11,11,1
57,11,12,1
57,11,13,1
57,12,1,1
57,12,2,0
57,12,3,1
57,12,4,1
57,12,5,1
57,12,6,1
57,12,7,1
57,12,8,0
57,12,9,1
57,12,10,1
57,12,11,1
57,12,12,1
57,12,13,1
57,13,1,1
57,13,2,0
57,13,3,1
57,13,4,1
57,13,5,1
57,13,6,1
57,13,7,1
57,13,8,0
57,13,9,1
57,13,10,1
57,13,11,1
57,13,12,1
57,13,13,1
57,14,1,1
57,14,2,0
57,14,3,1
57,14,4,1
57,14,5,1
57,14,6,1
57,14,7,1
57,14,8,0
57,14,9,1
57,14,10,1
57,14,11,1
57,14,12,1
57,14,13,1
57,15,1,1
57,15,2,0
57,15,3,1
57,15,4,1
57,15,5,1
57,15,6,1
57,15,7,1
57,15,8,0
57,15,9,1
57,15,10,1
57,15,11,1
57,15,12,1
57,15,13,1
57,16,1,1
57,16,2,0
57,16,3,1
57,16,4,1
57,16,5,1
57,16,6,1
57,16,7,1
57,16,8,1
57,16,9,1
57,16,10,1
57,16,11,1
57,16,12,1
57,16,13,1
57,17,1,1
57,17,2,1
57,17,3,1
57,17,4,1
57,17,5,1
57,17,6,1
57,17,7,1
57,17,8,1
57,17,9,1
57,17,10,1
57,17,11,1
57,17,12,1
57,17,13,1
57,18,1,1
57,18,2,1
57,18,3,1
57,18,4,1
57,18,5,1
57,18,6,1
57,18,7,1
57,18,8,1
57,18,9,1
57,18,10,1
57,18,11,1
57,18,12,1
57,18,13,1
57,19,1,1
57,19,2,1
57,19,3,1
57,19,4,1
57,19,5,1
57,19,6,1
57,19,7,1
57,19,8,1
57,19,9,1
57,19,10,1
57,19,11,1
57,19,12,1
57,19,13,1
57,20,1,1
57,20,2,1
57,20,3,1
57,20,4,1
57,20,5,1
57,20,6,1
57,20,7,1
57,20,8,1
57,20,9,1
57,20,10,1
57,20,11,1
57,20,12,1
57,20,13,1
57,21,1,1
57,21,2,1
57,21,3,1
57,21,4,1
57,21,5,1
57,21,6,1
57,21,7,1
57,21,8,1
57,21,9,1
57,21,10,1
57,21,11,1
57,21,12,1
57,21,13,1
57,22,1,1
57,22,2,1
57,22,3,1
57,22,4,1
57,22,5,1
57,22,6,1
57,22,7,1
57,22,8,1
57,22,9,1
57,22,10,1
57,22,11,1
57,22,12,1
57,22,13,1
57,23,1,1
57,23,2,1
57,23,3,1
57,23,4,1
57,23,5,1
57,23,6,0
57,23,7,1
57,23,8,1
57,23,9,1
57,23,10,1
57,23,11,1
57,23,12,1
57,23,13,1
57,24,1,1
57,24,2,1
57,24,3,1
57,24,4,1
57,24,5,1
57,24,6,0
57,24,7,1
57,24,8,0
57,24,9,1
57,24,10,1
57,24,11,1
57,24,12,1
57,24,13,1
58,1,1,1
58,1,2,1
58,1,3,0
58,1,4,1
58,1,5,0
58,1,6,0
58,1,7,1
58,1,8,0
58,1,9,1
58,1,10,0
58,1,11,1
58,1,12,1
58,1,13,1
58,2,1,1
58,2,2,1
58,2,3,0
58,2,4,1
58,2,5,0
58,2,6,0
58,2,7,1
58,2,8,0
58,2,9,1
58,2,10,0
58,2,11,1
58,2,12,1
58,2,13,1
58,3,1,1
58,3,2,1
58,3,3,0
58,3,4,1
58,3,5,0
58,3,6,0
58,3,7,1
58,3,8,0
58,3,9,1
58,3,10,0
58,3,11,1
58,3,12,1
58,3,13,1
58,4,1,1
58,4,2,1
58,4,3,0
58,4,4,1
58,4,5,0
58,4,6,0
58,4,7,1
58,4,8,0
58,4,9,1
58,4,10,0
58,4,11,1
58,4,12,1
58,4,13,1
58,5,1,1
58,5,2,1
58,5,3,0
58,5,4,1
58,5,5,0
58,5,6,0
58,5,7,1
58,5,8,0
58,5,9,1
58,5,10,0
58,5,11,1
58,5,12,1
58,5,13,1
58,6,1,1
58,6,2,1
58,6,3,0
58,6,4,1
58,6,5,0
58,6,6,0
58,6,7,1
58,6,8,0
58,6,9,1
58,6,10,0
58,6,11,1
58,6,12,1
58,6,13,1
58,7,1,1
58,7,2,1
58,7,3,0
58,7,4,1
58,7,5,0
58,7,6,0
58,7,7,1
58,7,8,0
58,7,9,1
58,7,10,0
58,7,11,1
58,7,12,1
58,7,13,1
58,8,1,1
58,8,2,1
58,8,3,0
58,8,4,1
58,8,5,0
58,8,6,0
58,8,7,1
58,8,8,0
58,8,9,1
58,8,10,0
58,8,11,1
58,8,12,1
58,8,13,1
58,9,1,1
58,9,2,1
58,9,3,0
58,9,4,1
58,9,5,0
58,9,6,0
58,9,7,1
58,9,8,0
58,9,9,1
58,9,10,0
58,9,11,1
58,9,12,1
58,9,13,1
58,10,1,1
58,10,2,1
58,10,3,0
58,10,4,1
58,10,5,0
58,10,6,0
58,10,7,1
58,10,8,0
58,10,9,1
58,10,10,0
58,10,11,1
58,10,12,1
58,10,13,1
58,11,1,1
58,11,2,1
58,11,3,0
58,11,4,1
58,11,5,0
58,11,6,1
58,11,7,1
58,11,8,0
58,11,9,1
58,11,10,0
58,11,11,1
58,11,12,1
58,11,13,1
58,12,1,1
58,12,2,1
58,12,3,0
58,12,4,1
58,12,5,0
58,12,6,1
58,12,7,1
58,12,8,0
58,12,9,1
58,12,10,0
58,12,11,1
58,12,12,1
58,12,13,1
58,13,1,1
58,13,2,1
58,13,3,0
58,13,4,1
58,13,5,0
58,13,6,1
58,13,7,1
58,13,8,0
58,13,9,1
58,13,10,0
58,13,11,1
58,13,12,1
58,13,13,1
58,14,1,1
58,14,2,1
58,14,3,0
58,14,4,1
58,14,5,0
58,14,6,1
58,14,7,1
58,14,8,0
58,14,9,1
58,14,10,0
58,14,11,1
58,14,12,1
58,14,13,1
58,15,1,1
58,15,2,1
58,15,3,0
58,15,4,1
58,15,5,0
58,15,6,1
58,15,7,1
58,15,8,0
58,15,9,1
58,15,10,0
58,15,11,1
58,15,12,1
58,15,13,1
58,16,1,1
58,16,2,1
58,16,3,0
58,16,4,1
58,16,5,0
58,16,6,1
58,16,7,1
58,16,8,0
58,16,9,1
58,16,10,0
58,16,11,1
58,16,12,1
58,16,13,1
